Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Havel J.","7006347945;","Energy-dispersive x-ray fluorescence spectrometry--a forensic chemistry method for determination of shooting distance [Energodisperzní roentgenová fluorescencní spektrometrie--forensní metoda chemické expertizy k urcení vzdálenosti strelby.]",2003,"Soudni lekarstvi / casopis Sekce soudniho lekarstvi Cs. lekarske spolecnosti J. Ev. Purkyne","48","4",,"57","60",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542546120&partnerID=40&md5=42ee3154f85ce742d89fdf0a97bb7528",,"Havel, J.",,"metal; article; ballistics; forensic science; gunshot injury; image quality; methodology; spectrometry; Forensic Ballistics; Forensic Sciences; Metals; Phantoms, Imaging; Spectrometry, X-Ray Emission; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-1542546120
"Zeichner A., Eldar B., Glattstein B., Koffman A., Tamiri T., Muller D.","7005860122;6507052211;6603520952;6602995234;6506848844;57199771924;","Vacuum collection of gunpowder residues from clothing worn by shooting suspects, and their analysis by GC/TEA, IMS, and GC/MS",2003,"Journal of Forensic Sciences","48","5",,"961","972",,24,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042821481&partnerID=40&md5=0f3eef834b0721975d8a851fb6d777ff","Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Zeichner, A., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Eldar, B., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Glattstein, B., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Koffman, A., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Tamiri, T., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Muller, D., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Forensic science; GC/TEA; Gunpowder residue; IMS; Propellant residue; Vacuum collection","glass fiber; gunpowder; politef; propellant; solvent; article; centrifugation; clothing; evaporation; filter; forensic science; gas chromatography; Israel; mass spectrometry; police; priority journal; spectrometry; vacuum; weapon",Article,"Final",,Scopus,2-s2.0-0042821481
"MacCrehan W.A., Layman M.J., Secl J.D.","7003651944;6701688331;6504193676;","Hair combing to collect organic gunshot residues (OGSR)",2003,"Forensic Science International","135","2",,"167","173",,17,"10.1016/S0379-0738(03)00207-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042531994&doi=10.1016%2fS0379-0738%2803%2900207-X&partnerID=40&md5=0de3f359a91037f4089f0bf98e15e9e6","Natl. Inst. of Std. and Technology, Gaithersburg, MD 20899, United States","MacCrehan, W.A., Natl. Inst. of Std. and Technology, Gaithersburg, MD 20899, United States; Layman, M.J., Natl. Inst. of Std. and Technology, Gaithersburg, MD 20899, United States; Secl, J.D., Natl. Inst. of Std. and Technology, Gaithersburg, MD 20899, United States","Capillary electrophoresis; Ethyl centralite; Gunpowder additive; Hair analysis; Nitroglycerin; Organic gunshot residues","glyceryl trinitrate; gunpowder; article; capillary electrophoresis; comb; controlled study; gunshot injury; hair; hair analysis; human; human tissue; priority journal; simulation; storage",Article,"Final",,Scopus,2-s2.0-0042531994
"Brozek-Mucha Z., Zadora G.","6602161516;6603075450;","Grouping of ammunition types by means of frequencies of occurrence of GSR",2003,"Forensic Science International","135","2",,"97","104",,22,"10.1016/S0379-0738(03)00177-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042031252&doi=10.1016%2fS0379-0738%2803%2900177-4&partnerID=40&md5=e0f3bc64ed527a3ffbcc150d50a0027a","Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland","Brozek-Mucha, Z., Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland; Zadora, G., Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland","Chemometry; Cluster analysis; Frequency of occurrence of primer residues; Gunshot residues (GSR); Mann-Whitney test; SEM-EDX automatic search","gunpowder; article; autoanalysis; classification; cluster analysis; firearm; hand; priority journal; rank sum test; scanning electron microscopy; spectrometry",Article,"Final",,Scopus,2-s2.0-0042031252
"Zeichner A.","7005860122;","Recent developments in methods of chemical analysis in investigations of firearm-related events",2003,"Analytical and Bioanalytical Chemistry","376","8",,"1178","1191",,72,"10.1007/s00216-003-1994-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141956029&doi=10.1007%2fs00216-003-1994-y&partnerID=40&md5=a6c7f79d64cba45b78e3c1d62f4352c5","Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, 91906 Jerusalem, Israel","Zeichner, A., Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, 91906 Jerusalem, Israel","Firearms; Forensic science; GSR; Gunpowder residue; Gunshot residue; Shooting distance; Time since discharge","Chemical analysis; Energy dispersive spectroscopy; Laboratories; Research and development management; Scanning electron microscopy; Skin; Volatile organic compounds; Firearms; Forensic science; GSR; Gunpowder residue; Gunshot residue; Shooting distance; Time since discharge; Guns (armament); article; cadaver; chemistry; clothing; criminology; firearm; forensic medicine; gunshot injury; hand; human; methodology; pathology; skin; Cadaver; Clothing; Criminology; Firearms; Forensic Medicine; Hand; Humans; Skin; Wounds, Gunshot",Review,"Final",,Scopus,2-s2.0-0141956029
"Niewoehner L., Wenz H.W., Andrasko J., Beijer R., Gunaratnam L.","8525342900;7003936731;7004449107;6602873199;6603387544;","ENFSI proficiency test program on identification of GSR by SEM/EDX",2003,"Journal of Forensic Sciences","48","4",,"786","793",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038725949&partnerID=40&md5=325787b350e785a28df234f9fb32d5b2","Forensic Sci. I. Bundeskriminalamt, BKA, D-65173 Wiesbaden, Germany; Natl. Lab. of Forensic Science, SKL, S-58194 Linkoeping, Sweden; Netherlands Forensic Institute, NL-2288 GD Rijswijk, Netherlands; National Bureau of Investigation, FIN-01301 Vantaa, Finland; Bundeskriminalamt Forensic Sci. I., Wiesbaden, 65193, Germany","Niewoehner, L., Forensic Sci. I. Bundeskriminalamt, BKA, D-65173 Wiesbaden, Germany, Bundeskriminalamt Forensic Sci. I., Wiesbaden, 65193, Germany; Wenz, H.W., Forensic Sci. I. Bundeskriminalamt, BKA, D-65173 Wiesbaden, Germany; Andrasko, J., Natl. Lab. of Forensic Science, SKL, S-58194 Linkoeping, Sweden; Beijer, R., Netherlands Forensic Institute, NL-2288 GD Rijswijk, Netherlands; Gunaratnam, L., National Bureau of Investigation, FIN-01301 Vantaa, Finland","ENFSI; European Network of Forensic Science Institutes; Firearms; Forensic science; GSR; Gunshot residues; ISO 5725; Proficiency testing; Scanning electron microscopy; SEM/EDX; Statistical evaluation; Youden; Z-scores","antimony; barium; gunpowder; lead; analytic method; article; comparative study; contamination; controlled study; energy dispersive x ray microanalysis; environmental factor; European Network of Forensic Science Institute; forensic identification; laboratory automation; material state; organization; priority journal; sample; scanning electron microscopy; statistical analysis; task performance",Article,"Final",,Scopus,2-s2.0-0038725949
"Yen K., Thali M.J., Kneubuehl B.P., Peschel O., Zollinger U., Dirnhofer R.","14065373100;7005096122;6603616065;6604029893;7004337868;7006721251;","Blood-spatter patterns: Hands hold clues for the forensic reconstruction of the sequence of events",2003,"American Journal of Forensic Medicine and Pathology","24","2",,"132","140",,19,"10.1097/00000433-200306000-00006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038282852&doi=10.1097%2f00000433-200306000-00006&partnerID=40&md5=43bd54212e1c7d03a2cde9bbf801e151","Institute of Forensic Medicine, University of Bern, Bern, Switzerland; Weapon and Ammunition Test Center, Defense Procurement Agency, Thun, Switzerland; Department of Legal Medicine, University of Munich, Munich, Germany; Institute of Forensic Medicine, University of Bern, IRM Buehlstrasse 20, CH 3012 Bern, Switzerland","Yen, K., Institute of Forensic Medicine, University of Bern, Bern, Switzerland, Institute of Forensic Medicine, University of Bern, IRM Buehlstrasse 20, CH 3012 Bern, Switzerland; Thali, M.J., Institute of Forensic Medicine, University of Bern, Bern, Switzerland; Kneubuehl, B.P., Weapon and Ammunition Test Center, Defense Procurement Agency, Thun, Switzerland; Peschel, O., Department of Legal Medicine, University of Munich, Munich, Germany; Zollinger, U., Institute of Forensic Medicine, University of Bern, Bern, Switzerland; Dirnhofer, R., Institute of Forensic Medicine, University of Bern, Bern, Switzerland","Back spatter; Bloodstain pattern analysis; Gunshot wounds; Reconstruction","adult; aged; article; blood stain; case report; crime; forensic medicine; gunshot injury; hand; human; male; suicide; Adult; Aged; Aged, 80 and over; Blood Stains; Firearms; Forensic Medicine; Hand; Head Injuries, Penetrating; Humans; Male; Middle Aged; Posture; Suicide; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-0038282852
"Collins P., Coumbaros J., Horsley G., Lynch B., Kirkbride K.P., Skinner W., Klass G.","26032053700;7801471626;6602217649;7006183615;56337473100;57201542468;6602385262;","Glass-containing gunshot residue particles: A new type of highly characteristic particle?",2003,"Journal of Forensic Sciences","48","3",,"538","553",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037696646&partnerID=40&md5=220403802a7525ac1b41d9ff13a018cc","Forensic Science Laboratory, Chemistry Centre (WA), 125 Hay Street, East Perth, WA 6004, Australia; Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Ian Wark Research Institute, University of South Australia, Mawson Lakes, SA, Australia; Sch. Pharmaceut./Molec./Biomed. Sci., University of South Australia, Mawson Lakes, SA, Australia","Collins, P., Forensic Science Laboratory, Chemistry Centre (WA), 125 Hay Street, East Perth, WA 6004, Australia; Coumbaros, J., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Horsley, G., Forensic Science Laboratory, Chemistry Centre (WA), 125 Hay Street, East Perth, WA 6004, Australia; Lynch, B., Forensic Science Laboratory, Chemistry Centre (WA), 125 Hay Street, East Perth, WA 6004, Australia; Kirkbride, K.P., Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Skinner, W., Ian Wark Research Institute, University of South Australia, Mawson Lakes, SA, Australia; Klass, G., Sch. Pharmaceut./Molec./Biomed. Sci., University of South Australia, Mawson Lakes, SA, Australia","0.22 caliber ammunition; Borosilicate glass; Forensic science; Frictionator; Glass; Gunshot residue; Scanning electron microscopy; Time-of-flight secondary ion mass spectrometry","barium derivative; glass; gunpowder; lead; article; chemical composition; evaluation; firearm; gunshot injury; mass spectrometry; particle size; priority journal; refraction index; scanning electron microscopy; signal noise ratio; X ray analysis",Article,"Final",,Scopus,2-s2.0-0037696646
"Kosanke K.L., Dujay R.C., Kosanke B.","57027894800;6504526921;6506502830;","Characterization of pyrotechnic reaction residue particles by SEM/EDS",2003,"Journal of Forensic Sciences","48","3",,"531","537",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038034498&partnerID=40&md5=c2939bf6bfaf32f5f2a5e076b6857b59","PyroLabs, Inc., 1775 Blair Rd, Whitewater, CO 81527, United States; Center for Microscopy, Mesa State College, Grand Junction, CO, United States","Kosanke, K.L., PyroLabs, Inc., 1775 Blair Rd, Whitewater, CO 81527, United States; Dujay, R.C., Center for Microscopy, Mesa State College, Grand Junction, CO, United States; Kosanke, B.","Energy dispersive spectroscopy; Forensic science; Gunshot residue; Morphology; Pyrotechnic reaction residue; Scanning electron microscopy; X-ray elemental analysis","article; burn; device; energy dispersive spectroscopy; explosion; imaging; morphology; particulate matter; priority journal; pyrotechnic; sample; scanning electron microscopy; waste; X ray",Article,"Final",,Scopus,2-s2.0-0038034498
"Fojtášek L., Vacínová J., Kolář P., Kotrlý M.","6505714015;6506713298;36871246900;56319424700;","Distribution of GSR particles in the surroundings of shooting pistol",2003,"Forensic Science International","132","2",,"99","105",,25,"10.1016/S0379-0738(03)00018-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037468912&doi=10.1016%2fS0379-0738%2803%2900018-5&partnerID=40&md5=4cb5133287db89daa33529c8e22e1488","Institute of Criminalistics Prague, P.O. Box 62/KÚP, Strojnická 27, 170 89 Prague 7, Czech Republic","Fojtášek, L., Institute of Criminalistics Prague, P.O. Box 62/KÚP, Strojnická 27, 170 89 Prague 7, Czech Republic; Vacínová, J., Institute of Criminalistics Prague, P.O. Box 62/KÚP, Strojnická 27, 170 89 Prague 7, Czech Republic; Kolář, P., Institute of Criminalistics Prague, P.O. Box 62/KÚP, Strojnická 27, 170 89 Prague 7, Czech Republic; Kotrlý, M., Institute of Criminalistics Prague, P.O. Box 62/KÚP, Strojnická 27, 170 89 Prague 7, Czech Republic","Criminalistics; Forensic science; Gunshot residues; Particle distribution","gunpowder; article; climate; experiment; firearm; priority journal",Article,"Final",,Scopus,2-s2.0-0037468912
"Andrasko J., Ståhling S.","7004449107;6506903503;","Time since discharge of pistols and revolvers",2003,"Journal of Forensic Sciences","48","2",,"307","311",,18,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037347637&partnerID=40&md5=eafdb9e0032050bc54dd2adfa7ef0436","SKL, Natl. Laboratory of Forensic Science, S-58194 Linkoping, Sweden","Andrasko, J., SKL, Natl. Laboratory of Forensic Science, S-58194 Linkoping, Sweden; Ståhling, S., SKL, Natl. Laboratory of Forensic Science, S-58194 Linkoping, Sweden","Firearm discharge residues; Firearms; Forensic science; GC; GC-TEA; Pistols; Revolvers; SPME; Time since discharge","analytic method; article; ballistics; decomposition; forensic science; gas chromatography; gunshot injury; priority journal; residue analysis; sampling; solid phase microextraction; technique; thermal analysis",Article,"Final",,Scopus,2-s2.0-0037347637
"Brozek-Mucha Z., Zadora G., Dane F.","6602161516;6603075450;35833642600;","A comparative study of gunshot residue originating from 9 mm Luger ammunition from various producers",2003,"Science and Justice - Journal of the Forensic Science Society","43","4",,"229","235",,12,"10.1016/S1355-0306(03)71782-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242679591&doi=10.1016%2fS1355-0306%2803%2971782-1&partnerID=40&md5=d7fd35bc6ed130fb39a88849ee0fe6e2","Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland; Forensic Science Unit, University of Strathclyde, Royal College, George St, Glasgow G1 1XL, United Kingdom","Brozek-Mucha, Z., Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland; Zadora, G., Institute of Forensic Research, Westerplatte 9, 31-033 Cracow, Poland; Dane, F., Forensic Science Unit, University of Strathclyde, Royal College, George St, Glasgow G1 1XL, United Kingdom","Forensic science; Gunshot residues (GSR)/cartridge discharge residues (CDR); Non-parametric statistical methods; SEM-EDX","antimony; barium; gunpowder; lead; article; bullet; correlation coefficient; diagnostic value; forensic identification; gunshot injury; human; incidence",Article,"Final",,Scopus,2-s2.0-0242679591
"Havel J., Zelenka K.","7006347945;54879972500;","Energy dispersive x-ray fluorescence spectrometry--a forensic chemistry method for detection of bullet metal residue in gunshot wounds [Energodisperzní rentgenová fluorescencní spektrometrie--forenzní metoda nekrochemické expertizy detekce kovů strel pri strelných poraneních.]",2003,"Soudní lékarství / casopis Sekce soudního lékarstvi Cs. lékarské spolecnosti J. Ev. Purkyne","48","2",,"22","27",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242369140&partnerID=40&md5=65218c35bb26bc488ca37d4a388a1f39","Správa hl. m. Prahy, Policie Ceské republiky","Havel, J., Správa hl. m. Prahy, Policie Ceské republiky; Zelenka, K., Správa hl. m. Prahy, Policie Ceské republiky",,"metal; animal; article; firearm; forensic medicine; gunshot injury; human; male; methodology; spectrometry; Animals; Firearms; Forensic Medicine; Humans; Male; Metals; Spectrometry, X-Ray Emission; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-0242369140
"Havel J.","7006347945;","Energy dispersive x-ray fluorescence spectrometry--a forensic necrochemical method for determination of entry and exit of gunshot wounds [Energodisperzní rentgenová fluorescencní spektrometrie--forenzní metoda nekrochemické expertizy k urcení vstrelů a výstrelů pri strelných poraneních.]",2003,"Soudní lékarství / casopis Sekce soudního lékarstvi Cs. lékarské spolecnosti J. Ev. Purkyne","48","3",,"42","44",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542546309&partnerID=40&md5=d0d5c1104d0f8794556fc796fe6ac732","Odbor kriminalistické techniky a expertiz, Správa hl. m. Prahy, Policie Ceské republiky","Havel, J., Odbor kriminalistické techniky a expertiz, Správa hl. m. Prahy, Policie Ceské republiky",,"article; ballistics; gunshot injury; human; pathology; spectrometry; Forensic Ballistics; Humans; Spectrometry, X-Ray Emission; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-1542546309
"Brozek-Mucha Z.","6602161516;","A gunshot following the stopping of a passenger car by police - A reconstruction of an event on the basis of case files and gunshot residue examinations [Postrzał w czasie kontroli drogowej - Rekonstrukcja zdarzenia na podstawie studium akt sprawy i badań śladów powystrzałowych]",2002,"Z Zagadnien Nauk Sadowych","51",,,"119","136",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037998161&partnerID=40&md5=525a6d0c6ebb7ffc64ed5ce7f22d14f5","Institute of Forensic Research, Cracow, Poland","Brozek-Mucha, Z., Institute of Forensic Research, Cracow, Poland","Case files study; Estimation of the shooting distance; Gunshot residues (GSR)/Cartridge discharge residues (CDR); Reconstruction of the crime; SEM-EDX","gunpowder; article; case report; chemical analysis; clothing; forensic medicine; gunshot injury; human; particle size; physical examination; police; position; problem solving; X ray spectrometry",Article,"Final",,Scopus,2-s2.0-0037998161
"Gulson B.L., Eames J.C., Davis J.D.","7006018283;7005863111;55574219131;","Evaluation of exhibits from a murder case using the lead isotope method and scanning electron microscopy",2002,"Journal of Forensic Sciences","47","5",,"1015","1021",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036379862&partnerID=40&md5=b23261664adb7bde2c448a32367dc454","Graduate School of the Environment, Macquarie University, Sydney, NSW 2109, Australia","Gulson, B.L., Graduate School of the Environment, Macquarie University, Sydney, NSW 2109, Australia; Eames, J.C., Graduate School of the Environment, Macquarie University, Sydney, NSW 2109, Australia; Davis, J.D., Graduate School of the Environment, Macquarie University, Sydney, NSW 2109, Australia","Contamination; Forensic science; Homicide; Lead isotopes; SEM","barium; copper; lead; silicon; zinc; accuracy; article; bed; chemical analysis; chemical composition; contamination; environmental factor; forensic science; grain; homicide; molecular weight; particle size; priority journal; scanning electron microscopy; Firearms; Forensic Anthropology; Homicide; Humans; Isotopes; Lead; Microscopy, Electron, Scanning; Reproducibility of Results; Specimen Handling",Article,"Final",,Scopus,2-s2.0-0036379862
"Trombka J.I., Schweitzer J., Selavka C., Dale M., Gahn N., Floyd S., Marie J., Hobson M., Zeosky J., Martin K., McClannahan T., Solomon P., Gottschang E.","35433247000;22977348900;6701456515;7102335866;6505958429;7005201425;7202381548;57197696866;56971448000;57199986258;6505679886;7201453121;6504785526;","Crime scene investigations using portable, non-destructive space exploration technology",2002,"Forensic Science International","129","1",,"1","9",,36,"10.1016/S0379-0738(02)00079-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037057158&doi=10.1016%2fS0379-0738%2802%2900079-8&partnerID=40&md5=235394340d66cfe1cedbe8fa0224db8e","Laboratory for Extraterrestrial Physics, NASA Goddard Space Flight Center, Building 2, Greenbelt, MD 20771, United States; Department of Physics, University of Connecticut, Storrs, CT 06269-3046, United States; Massachusetts State Police Crime Laboratory, 59 Horse Pond Road, Sudbury, MA 01776, United States; New York State Police Forensic Investigation Center, State Campus, Albany, NY 12226, United States; Milwaukee County District Attorney's Office, 821 West State Street, Milwaukee, WI 53233, United States; Department of Physics, Wake Forest University, 100 Olin Reynolda Station, Winston Salem, NC 27109-7509, United States; Department of Forensic Sciences, George Washington University, Samson Hall, 2036 H Street, Washington, DC 20052, United States","Trombka, J.I., Laboratory for Extraterrestrial Physics, NASA Goddard Space Flight Center, Building 2, Greenbelt, MD 20771, United States; Schweitzer, J., Department of Physics, University of Connecticut, Storrs, CT 06269-3046, United States; Selavka, C., Massachusetts State Police Crime Laboratory, 59 Horse Pond Road, Sudbury, MA 01776, United States; Dale, M., New York State Police Forensic Investigation Center, State Campus, Albany, NY 12226, United States; Gahn, N., Milwaukee County District Attorney's Office, 821 West State Street, Milwaukee, WI 53233, United States; Floyd, S., Laboratory for Extraterrestrial Physics, NASA Goddard Space Flight Center, Building 2, Greenbelt, MD 20771, United States; Marie, J., Department of Physics, University of Connecticut, Storrs, CT 06269-3046, United States; Hobson, M., Department of Physics, University of Connecticut, Storrs, CT 06269-3046, United States, Department of Physics, Wake Forest University, 100 Olin Reynolda Station, Winston Salem, NC 27109-7509, United States; Zeosky, J., New York State Police Forensic Investigation Center, State Campus, Albany, NY 12226, United States; Martin, K., Massachusetts State Police Crime Laboratory, 59 Horse Pond Road, Sudbury, MA 01776, United States; McClannahan, T., Laboratory for Extraterrestrial Physics, NASA Goddard Space Flight Center, Building 2, Greenbelt, MD 20771, United States; Solomon, P., Laboratory for Extraterrestrial Physics, NASA Goddard Space Flight Center, Building 2, Greenbelt, MD 20771, United States; Gottschang, E., Department of Forensic Sciences, George Washington University, Samson Hall, 2036 H Street, Washington, DC 20052, United States","Antimony (Sb); Barium (Ba); Blood; Database; Gunshot residue (GSR); Lead (Pb); Portable instrument; Remote sensing; Semen; Teleforensics; X-ray fluorescence","antimony; barium; cadmium; element; gunpowder; silicone; tellurium; zinc; article; blood analysis; chemical composition; controlled study; crime; criminal justice; data base; device; environment; feasibility study; forensic science; human; law enforcement; model; normal human; organization; priority journal; room temperature; semen analysis; space; technology; X ray fluorescence; Antimony; Barium; Blood Stains; Computer Communication Networks; Equipment Design; Firearms; Forensic Medicine; Humans; Lead; Semen; Sensitivity and Specificity; Spectrometry, X-Ray Emission; United States; United States National Aeronautics and Space Administration",Article,"Final",,Scopus,2-s2.0-0037057158
"Wilhelm M., Obrist C., Schlatter K.","36879153700;57194684615;6508111016;","Pretest for Sintox gunshot residues with chlorindazone DS [Vortest mit chlorindazon DS auf zink in Sintox-Schmauch]",2002,"Archiv fur Kriminologie","210","3-4",,"65","75",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036753465&partnerID=40&md5=4ec44146b7963d3912515b5b46b9cc5d","Wissenschaftlicher Forschungsdienst, c/o Stadtpolizei Zürich, Zeughausstrasse 21, CH-8004 Zürich, Switzerland","Wilhelm, M., Wissenschaftlicher Forschungsdienst, c/o Stadtpolizei Zürich, Zeughausstrasse 21, CH-8004 Zürich, Switzerland; Obrist, C., Wissenschaftlicher Forschungsdienst, c/o Stadtpolizei Zürich, Zeughausstrasse 21, CH-8004 Zürich, Switzerland; Schlatter, K., Wissenschaftlicher Forschungsdienst, c/o Stadtpolizei Zürich, Zeughausstrasse 21, CH-8004 Zürich, Switzerland",,"chlorindazone; gunpowder; industrial chemical; reagent; sinoxid; sodium derivative; tartaric acid; unclassified drug; zinc; article; contamination; filter; forensic medicine; precursor; reaction analysis; reliability; technique; Azo Compounds; Coloring Agents; Firearms; Humans; Naphthalenes; Skin; Zinc",Article,"Final",,Scopus,2-s2.0-0036753465
"D'Uffizi M., Falso G., Ingo G.M., Padeletti G.","6507141223;6507578475;7006028215;7003778883;","Microchemical and micromorphological features of gunshot residue observed by combined use of AFM, SA-XPS and SEM + EDS",2002,"Surface and Interface Analysis","34","1",,"502","506",,7,"10.1002/sia.1348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036692755&doi=10.1002%2fsia.1348&partnerID=40&md5=c1f5952ac851527593b7e37ed2d2ee8e","Direzione Centrale Polizia Criminale, Servizio Polizia Scientifica, V.le dell'Aereonautica 7, Roma, Italy; Istituto per lo Studio dei Materiali Nanostrutturati - CNR, CP 10, 00016 Monterotondo Stazione, Roma, Italy","D'Uffizi, M., Direzione Centrale Polizia Criminale, Servizio Polizia Scientifica, V.le dell'Aereonautica 7, Roma, Italy; Falso, G., Direzione Centrale Polizia Criminale, Servizio Polizia Scientifica, V.le dell'Aereonautica 7, Roma, Italy; Ingo, G.M., Istituto per lo Studio dei Materiali Nanostrutturati - CNR, CP 10, 00016 Monterotondo Stazione, Roma, Italy; Padeletti, G., Istituto per lo Studio dei Materiali Nanostrutturati - CNR, CP 10, 00016 Monterotondo Stazione, Roma, Italy","Criminalistics; GSR; Gunshot residues; Microanalysis; SEM + EDS","Atomic force microscopy; Binding energy; Energy dispersive spectroscopy; Morphology; Scanning electron microscopy; X ray photoelectron spectroscopy; Gunshot residue; Microchemical analytical method; Micromorphological analytical method; Particle size analysis",Conference Paper,"Final",,Scopus,2-s2.0-0036692755
"Migeot G., De Kinder J.","6506732981;8732596000;","Gunshot residue deposits on the gas pistons of assault rifles",2002,"Journal of Forensic Sciences","47","4",,"808","810",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036317847&partnerID=40&md5=d889183182a47acdfcaa9e1ad560b033","Natl. Inst. voor Criminal./Criminol., Vilvoordsesteenweg 98-100, B-1120 Brussels, Belgium","Migeot, G., Natl. Inst. voor Criminal./Criminol., Vilvoordsesteenweg 98-100, B-1120 Brussels, Belgium; De Kinder, J., Natl. Inst. voor Criminal./Criminol., Vilvoordsesteenweg 98-100, B-1120 Brussels, Belgium","Firearm investigation; Forensic science; Gun shot residues; Number of discharges","gunpowder; article; cleaning; criminology; firearm; priority journal",Article,"Final",,Scopus,2-s2.0-0036317847
"Lebiedzik J., Johnson D.L.","6603130185;57197154064;","Handguns and ammunitions indicators extracted from the GSR analysis",2002,"Journal of Forensic Sciences","47","3",,"483","493",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036105251&partnerID=40&md5=9383407f1e24674d2620e5a8b89d6bd9","Advanced Research Instruments Corp., 5151 Ward Road, Wheat Ridge, CO 80033, United States","Lebiedzik, J., Advanced Research Instruments Corp., 5151 Ward Road, Wheat Ridge, CO 80033, United States; Johnson, D.L., Advanced Research Instruments Corp., 5151 Ward Road, Wheat Ridge, CO 80033, United States","Automatic analyses; Back scattered electron (BSE) signal; Energy dispersive X-ray analysis; Firearms discharge residue (FDR); Forensic science; Gunshot residue (GSR); Gunshot residue composition; Quantitative microscopy; Scanning electron microscopy","article; ballistics; bullet; forensic science; gunshot injury; image analysis; priority journal; scanning electron microscopy; X ray analysis",Article,"Final",,Scopus,2-s2.0-0036105251
"Torre C., Mattutino G., Vasino V., Robino C.","7005464291;6506493063;6504256475;7003535231;","Brake linings: A source of non-GSR particles containing lead, barium, and antimony",2002,"Journal of Forensic Sciences","47","3",,"494","504",,58,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036112885&partnerID=40&md5=fd432f5d8da70a9bbcaf3dfb4247ce14","Dipartimento di Anatomia, Lab. di Scienze Criminalistiche, Universita degli Studi di Torino, C.so M. D'Azeglio 52, 10126 Torino, Italy","Torre, C., Dipartimento di Anatomia, Lab. di Scienze Criminalistiche, Universita degli Studi di Torino, C.so M. D'Azeglio 52, 10126 Torino, Italy; Mattutino, G., Dipartimento di Anatomia, Lab. di Scienze Criminalistiche, Universita degli Studi di Torino, C.so M. D'Azeglio 52, 10126 Torino, Italy; Vasino, V., Dipartimento di Anatomia, Lab. di Scienze Criminalistiche, Universita degli Studi di Torino, C.so M. D'Azeglio 52, 10126 Torino, Italy; Robino, C., Dipartimento di Anatomia, Lab. di Scienze Criminalistiche, Universita degli Studi di Torino, C.so M. D'Azeglio 52, 10126 Torino, Italy","Criminalistics; Environmental particles; Forensic science; Gunshot residue; Scanning electron microscopy/energy-dispersive spectroscopy","antimony; barium; lead; article; dust; forensic science; gunshot injury; laboratory; motor vehicle; priority journal; sampling; scanning electron microscopy",Article,"Final",,Scopus,2-s2.0-0036112885
